first;second;at;ag;ac;ta;tg;tc;ga;gt;gc;ca;ct;cg
19894;17746;0;0;0;0;0;0;0;0;0;0;1;0
3101;OC_CK_0023;0;0;0;0;0;0;1;0;0;0;1;0
8418;AM_US_0206;0;2;0;0;0;3;1;0;0;0;1;0
9069;XX_XX_5534;0;1;0;0;0;1;0;0;0;0;4;0
29849;29531;0;0;1;0;0;3;0;0;0;0;0;0
3717;XX_XX_12534;0;2;0;0;0;4;2;0;0;0;4;0
9397;1644;0;2;0;0;0;0;2;0;0;1;1;0
32416;XX_XX_8551;0;1;0;0;0;0;0;1;0;0;0;0
22002;20394;0;0;0;0;0;1;0;0;0;0;0;0
36352;36350;0;5;0;0;0;9;3;0;0;0;2;0
24004;22831;0;2;0;0;0;1;0;0;0;1;2;0
8616;AF_BF_0018;0;4;0;0;0;2;1;0;0;0;4;0
30541;30272;0;1;0;0;0;0;1;0;0;0;0;0
27574;27006;0;2;0;0;0;2;0;0;0;0;1;0
16656;370;0;2;0;0;0;2;6;0;0;0;3;0
4356;EU_IT_1065;0;1;0;0;0;2;3;0;0;0;3;0
29884;AF_ZM_0271;0;0;0;0;0;1;0;0;0;0;0;0
21679;19998;0;1;0;1;1;11;0;0;0;1;1;0
12074;EU_GB_0188;0;1;0;0;0;4;0;0;0;0;1;0
12151;AS_LB_0009;0;4;0;0;0;4;2;0;0;0;4;0
15273;XX_XX_10348;0;0;0;0;0;1;0;0;2;0;1;0
22983;EU_IT_2098;0;1;0;0;0;1;1;0;0;0;1;0
35231;35198;0;1;0;0;0;1;1;1;0;0;1;0
4337;EU_GB_0793;0;0;0;0;0;5;0;0;0;0;1;0
8428;AF_TN_0051;0;0;0;0;0;2;1;0;0;0;1;0
30057;XX_XX_7235;0;2;0;0;0;0;1;0;0;0;2;0
24304;23191;1;0;0;0;0;0;0;0;0;0;0;0
17339;14346;0;2;0;0;0;0;0;0;0;0;1;0
29195;AF_XX_0085;0;0;0;0;0;0;0;0;0;0;2;0
20188;5577;0;2;0;0;0;0;0;0;0;0;2;0
7143;EU_DK_1871;0;2;1;0;0;3;1;0;0;0;1;0
10768;4029;0;0;0;0;0;1;0;0;0;0;1;0
29856;29538;0;1;0;0;0;0;0;0;0;0;3;0
11589;5450;0;2;0;1;0;3;3;0;0;11;0;0
3728;XX_XX_3846;0;2;0;0;0;2;0;0;0;0;1;0
16939;13800;0;0;0;0;0;0;1;0;0;0;4;0
10963;AF_ML_0001;0;0;0;0;0;1;4;0;0;0;0;0
30377;20290;0;3;0;0;0;7;5;0;0;0;5;0
32016;31844;0;0;0;0;0;2;4;1;0;0;0;0
6905;XX_XX_4717;0;6;1;0;0;2;1;0;0;0;4;0
9345;1557;0;1;0;0;0;4;1;0;0;0;1;0
25094;EU_ES_0093;0;1;0;0;0;0;1;0;0;0;0;0
4985;EU_DK_0688;0;1;0;0;0;1;3;0;0;0;0;0
24227;XX_XX_5281;0;0;0;0;0;2;0;0;0;0;0;0
8717;439;0;0;1;0;0;1;1;0;0;0;1;0
28855;AF_NA_0114;0;0;0;0;0;0;2;0;0;0;1;0
22277;7970;0;0;1;0;0;2;2;0;0;0;0;0
2441;XX_XX_4708;0;3;0;0;0;1;4;0;0;0;2;0
5417;EU_FI_0661;0;2;0;0;0;2;2;1;0;0;2;0
19052;16661;0;8;0;0;0;14;6;0;0;0;16;0
19787;XX_XX_14017;0;3;0;0;0;6;3;0;0;1;5;1
27404;26817;0;2;0;0;0;0;0;0;0;0;0;0
8748;XX_XX_11052;0;2;0;0;0;1;0;0;0;0;4;0
13707;XX_XX_11230;0;2;0;0;0;2;3;0;0;0;0;1
1570;OC_PG_0019;1;4;0;0;0;7;2;0;0;0;2;0
3648;XX_XX_9544;0;2;0;0;0;1;1;0;0;0;0;0
1276;XX_XX_4522;0;4;0;0;0;4;0;0;0;0;2;0
27898;22089;0;3;0;0;0;0;0;0;0;0;4;0
5574;XX_XX_0094;1;0;0;0;0;0;0;0;0;0;1;0
34976;EU_ES_0347;0;0;0;0;0;2;1;0;0;0;0;0
5944;EU_DK_0505;0;1;0;0;0;1;2;0;0;0;1;0
28352;AS_XX_0067;0;2;0;0;0;3;6;0;0;0;1;0
22364;AF_ZM_0525;0;2;0;0;0;2;0;0;0;0;3;0
7156;XX_XX_6909;0;7;0;1;0;2;1;0;0;1;2;0
10678;3880;0;1;0;0;0;2;1;0;0;0;0;0
10003;XX_XX_3567;0;1;0;0;0;1;5;0;0;0;5;0
20227;18171;0;0;0;0;0;2;0;0;0;0;0;0
33777;AS_AE_0001;0;4;0;0;0;1;2;0;0;1;1;0
31931;AS_TH_0432;1;2;0;0;0;7;4;0;0;0;6;0
23230;15545;1;0;0;0;0;0;0;0;0;0;1;0
13705;AS_JP_0273;0;1;1;0;0;1;1;0;0;0;0;0
21061;19225;0;1;0;0;0;0;0;0;0;0;2;0
4835;XX_XX_12063;0;0;0;0;0;1;1;0;0;0;2;0
19347;17045;0;2;0;0;0;0;0;0;0;0;0;0
8769;531;0;1;0;1;0;2;0;0;0;0;1;0
24796;23790;0;0;0;0;0;1;1;0;0;0;0;0
15549;11836;0;0;0;0;0;0;1;0;0;0;2;0
20869;104;0;0;0;0;0;1;0;0;0;0;1;0
15513;XX_XX_0887;0;4;0;0;0;1;0;0;0;0;1;0
11695;XX_XX_11871;0;0;0;0;0;1;3;0;0;0;2;0
32074;31904;0;1;0;0;0;1;0;0;0;0;0;0
7336;XX_XX_3023;0;1;0;0;0;0;0;0;0;0;2;0
23620;22378;0;0;0;0;0;1;3;0;1;0;2;0
24037;22872;1;3;0;1;0;4;4;0;0;0;2;0
5299;XX_XX_10975;0;0;0;0;0;1;0;0;0;0;0;0
18459;EU_HR_0005;0;2;0;0;0;0;1;0;0;0;0;0
3909;XX_XX_5640;0;2;0;0;0;4;2;0;0;0;3;0
27925;XX_XX_14056;0;2;0;0;0;0;0;0;0;0;2;0
32003;EU_IT_2977;0;2;0;0;0;1;2;0;0;0;1;0
33962;XX_XX_9529;3;1;0;2;0;1;0;0;1;0;3;1
13907;AS_IN_0140;0;1;2;0;0;1;2;0;0;0;4;0
851;EU_RU_0798;0;3;0;0;0;4;1;0;1;0;7;0
4765;EU_GB_0465;0;0;0;0;0;0;1;0;0;0;0;0
138;XX_XX_0469;0;1;0;0;0;0;0;0;0;0;2;0
29935;29622;0;0;0;0;0;0;1;0;0;0;1;0
32935;22574;0;0;0;0;0;1;0;0;0;0;0;0
34100;34028;0;3;0;0;0;3;6;0;0;0;5;0
7710;XX_XX_6043;0;1;0;0;1;1;1;0;0;0;1;0
22827;10287;0;0;1;0;0;0;1;0;0;0;0;0
3079;OC_TV_0042;0;2;0;0;0;2;0;0;0;0;1;0
7462;AM_US_0630;0;3;0;0;0;1;2;0;0;0;3;0
9900;XX_XX_2112;0;1;0;0;0;1;1;0;0;0;1;0
35872;EU_XX_0546;0;1;0;0;0;1;2;0;0;0;0;0
33406;XX_XX_2273;0;1;0;0;1;1;1;0;0;0;3;0
20170;18102;0;0;0;0;0;1;0;0;0;1;0;0
32695;AS_IN_0914;0;2;0;0;0;5;4;0;0;0;2;0
9394;AS_IN_0541;1;3;1;0;0;7;4;0;0;0;4;0
5794;AS_SA_0004;0;0;0;1;0;3;3;0;0;1;3;0
5141;EU_DE_0216;0;1;0;1;0;0;1;0;0;0;0;0
730;XX_XX_10558;0;1;0;0;0;4;5;0;0;0;5;0
29222;28844;0;9;2;1;1;6;11;0;0;1;15;0
20301;18271;0;0;0;0;0;1;0;0;0;0;1;0
9687;AS_PH_0012;0;3;0;0;0;7;5;0;0;1;2;0
27385;12421;0;2;0;1;0;1;0;0;0;0;2;0
22820;21396;0;1;0;0;0;0;0;0;0;0;0;0
717;AS_TH_0801;0;2;0;0;0;3;2;0;0;0;4;0
16466;XX_XX_6268;0;0;0;0;0;2;1;0;0;0;1;0
28608;28177;0;2;0;0;0;6;3;0;0;0;5;0
16373;AF_AO_0110;0;2;0;1;0;0;0;0;0;0;0;0
31157;30939;1;0;0;0;0;3;1;0;0;0;1;0
31947;31773;0;0;0;0;0;1;4;0;0;0;1;0
8356;AF_ZM_0317;0;2;0;0;0;1;1;0;0;1;1;0
34262;XX_XX_13040;0;1;0;0;0;0;1;0;0;0;1;0
16568;13314;0;0;0;0;0;0;1;0;0;0;2;0
18355;EU_FI_0597;0;1;0;0;0;0;0;0;0;0;4;0
22320;AF_NG_0061;0;0;0;0;0;1;1;0;0;0;2;0
22518;21030;0;0;0;0;0;1;1;0;0;0;0;0
415;AS_PH_0116;0;0;0;0;0;0;1;0;0;1;1;0
28778;28357;0;1;0;1;0;1;1;0;0;0;0;0
35558;35537;0;0;0;0;0;2;0;0;0;0;1;0
11874;5986;0;0;0;0;0;2;0;0;0;0;1;0
20935;19069;0;1;0;0;0;2;0;0;0;0;2;0
21568;4132;0;1;0;0;0;1;1;0;0;0;1;0
1089;XX_XX_7452;0;1;0;0;0;3;0;0;0;0;0;0
29090;XX_XX_6567;0;1;0;0;0;1;1;1;0;0;0;0
33810;13341;0;1;0;0;0;1;0;0;1;0;1;0
17744;14925;0;2;0;0;0;0;0;0;0;0;4;0
17501;XX_XX_14116;0;1;0;0;0;2;4;0;0;0;3;0
23839;13959;0;3;0;0;0;2;2;0;0;0;1;0
27401;AS_TR_0043;0;1;0;0;0;3;2;0;0;0;0;0
9055;1040;0;0;0;0;0;1;1;0;0;0;1;0
17680;XX_XX_4923;0;0;0;0;0;3;1;0;0;0;2;0
3894;AS_TH_0377;0;0;0;0;0;4;2;0;0;0;0;0
34738;34687;0;0;0;0;0;0;0;0;0;0;1;0
31387;31188;0;3;0;0;0;1;1;0;0;0;3;0
5406;EU_DK_1886;0;0;0;0;0;2;0;0;0;0;0;0
2012;OC_PG_0166;0;3;0;0;0;5;2;0;0;1;3;0
1518;XX_XX_4532;0;5;0;0;0;7;5;0;0;0;5;0
26802;26135;1;1;0;0;0;3;1;0;0;0;0;0
14018;9548;0;1;0;0;0;0;6;0;0;0;3;0
16281;AM_US_0183;0;0;0;0;0;2;1;0;0;0;2;0
21569;AS_TH_0942;0;7;0;0;0;7;5;0;1;0;6;0
11255;EU_GB_0676;0;1;0;0;0;3;1;0;0;0;0;0
28382;23455;0;1;0;0;0;0;1;0;0;0;0;0
34214;EU_DK_0969;0;0;1;0;0;0;1;0;0;0;1;0
18219;XX_XX_6333;1;1;0;0;0;2;0;0;0;0;2;0
25399;24510;0;1;0;0;0;0;0;0;0;0;2;0
26506;25802;0;1;0;0;0;1;1;0;0;0;0;0
33044;AS_CN_0641;0;5;0;0;0;0;3;0;0;0;0;0
21965;20353;0;0;0;0;0;1;1;0;0;0;0;0
5948;EU_XX_0753;0;5;0;0;0;2;2;0;0;0;2;0
30199;XX_XX_9788;0;1;0;0;0;1;0;0;0;0;2;0
30577;10921;0;0;0;0;0;0;1;0;0;0;1;0
11640;5555;0;0;0;0;0;0;1;0;0;0;1;0
35143;35108;0;1;0;0;0;0;0;0;0;0;0;0
25434;12848;0;0;0;0;0;0;1;0;0;0;2;0
8811;610;0;1;0;0;0;0;2;0;0;1;0;0
4347;AF_KE_0282;0;1;0;0;0;0;2;0;0;0;1;0
816;AS_JP_0483;0;2;0;0;0;5;2;0;0;0;1;0
4077;XX_XX_9372;1;3;0;0;0;3;3;0;0;0;2;0
2640;EU_IT_2046;0;2;0;0;0;2;1;0;0;0;2;0
563;XX_XX_6994;0;2;0;0;0;2;1;0;0;0;1;0
7541;XX_XX_5920;0;1;0;0;0;2;5;0;0;0;3;0
3604;AS_XX_0043;0;4;0;0;0;2;3;0;0;0;1;0
8612;XX_XX_12589;0;3;0;0;0;4;2;0;0;0;0;0
18512;12432;0;1;0;0;0;4;0;1;0;0;2;0
1426;EU_RU_1115;0;2;0;0;0;1;1;0;0;0;1;0
27134;AM_CO_0035;0;0;0;0;1;2;1;0;0;0;0;0
34246;EU_ES_0130;0;0;0;0;0;2;1;0;0;0;1;0
6610;XX_XX_13712;0;0;0;0;0;3;0;0;0;0;0;0
28754;22014;0;1;0;0;0;1;1;0;0;0;0;0
31381;31182;0;8;1;0;0;6;5;0;1;0;8;0
33842;3833;0;0;0;0;0;2;0;0;0;0;0;0
23014;21635;0;0;0;0;0;1;0;0;0;0;2;0
12762;AM_PR_0026;0;4;0;0;0;2;3;0;0;0;1;0
29839;16015;0;2;0;0;0;1;1;0;0;0;2;0
27040;26410;0;1;0;0;0;1;0;0;0;0;0;0
7766;AF_SD_0025;0;3;0;0;0;3;2;0;0;0;6;0
6016;AS_PH_0446;0;3;0;0;0;2;0;0;0;0;4;0
8598;223;0;0;0;0;0;1;0;0;0;1;0;0
26103;25333;0;0;0;0;0;0;0;0;0;0;1;0
26937;26291;0;0;0;0;0;1;0;0;0;0;0;1
17045;13940;0;1;0;0;0;0;1;0;0;0;0;0
10222;OC_SB_0123;0;2;0;0;0;0;2;0;0;0;1;0
12998;7957;0;7;2;0;0;6;5;0;0;0;7;0
21266;19488;0;1;0;0;0;0;0;0;0;0;0;0
24248;XX_XX_0127;0;1;0;0;0;4;3;0;0;0;1;0
30793;30544;0;0;0;0;0;0;1;0;0;0;1;0
25765;24939;0;0;0;0;0;1;0;0;0;0;3;0
9943;EU_PL_0315;0;1;0;0;0;1;2;0;0;0;1;0
2982;OC_PG_0320;0;2;2;0;0;9;1;0;0;0;12;0
7073;EU_IE_0207;0;1;0;0;0;1;0;0;0;0;1;0
22202;20641;0;1;0;0;0;1;0;0;0;0;1;0
21023;9007;0;1;0;0;0;0;1;0;0;0;1;0
1680;AS_JP_0459;0;3;0;0;0;3;1;0;0;0;3;0
33087;EU_DK_0810;0;0;0;0;0;1;1;0;0;0;0;0
32983;24227;0;0;0;0;0;2;0;0;0;0;1;0
1756;AS_IN_0669;1;6;0;0;0;8;6;0;0;0;5;0
5540;EU_RU_0330;0;1;0;0;0;4;0;0;0;0;1;0
32950;32833;0;1;0;0;0;4;2;0;0;0;1;0
35168;35134;0;2;0;0;1;4;1;0;0;0;5;0
11229;4796;0;0;0;0;0;1;0;0;0;0;2;0
25355;18478;0;1;0;1;0;0;5;0;0;0;2;0
14689;10538;0;0;0;0;0;2;3;0;0;0;2;0
10073;XX_XX_0822;0;0;0;0;0;1;4;0;0;0;2;0
18999;AF_XX_0096;0;1;0;0;0;1;3;0;0;0;0;0
34578;34520;0;3;0;0;0;3;1;0;0;0;1;0
32790;32663;0;2;0;0;0;1;1;0;0;0;1;0
31311;XX_XX_14054;0;4;0;0;0;7;4;0;0;1;2;0
20972;19115;0;0;0;1;0;0;0;0;0;0;0;0
15003;EU_DK_0145;0;1;1;0;0;1;0;0;0;0;1;0
14491;OC_SB_0004;0;1;0;0;0;1;2;0;0;0;0;0
11921;EU_ES_0011;0;2;1;0;0;4;2;0;0;0;2;0
34356;XX_XX_3466;0;0;0;0;0;0;4;0;0;0;1;0
16278;AF_XX_0135;0;2;0;0;0;2;2;0;0;0;2;0
16478;13193;0;1;0;0;0;1;1;0;0;0;1;0
7643;XX_XX_12433;0;2;0;0;0;4;0;0;0;0;3;0
12791;7574;0;1;0;0;0;0;0;0;0;0;0;0
16903;13751;0;3;0;0;0;2;2;0;0;0;1;0
33119;EU_GR_0022;0;2;0;0;0;0;5;0;0;0;4;0
18108;XX_XX_2319;0;0;0;0;1;1;1;0;0;1;0;0
11471;5222;0;1;0;0;0;1;0;0;0;0;0;0
2877;XX_XX_2208;0;4;0;0;0;1;1;0;0;0;3;0
20633;12754;0;6;0;0;0;0;4;0;0;0;2;0
19506;EU_DK_1413;0;1;0;0;0;2;1;0;0;0;1;0
28748;28324;0;0;1;1;0;2;4;0;0;0;1;0
953;XX_XX_8563;0;2;0;0;0;2;1;0;0;0;2;0
24278;23158;0;0;0;0;0;0;0;0;0;0;1;0
7639;AS_CN_0370;0;0;0;0;0;0;1;0;0;0;1;0
35282;35250;0;2;0;0;0;5;3;0;0;0;8;0
13593;AS_JP_0393;0;3;0;0;0;3;1;0;0;1;0;0
33493;25065;0;1;0;0;0;1;2;0;0;0;2;0
34216;XX_XX_7063;0;0;0;0;0;0;1;0;0;0;0;0
11716;5714;0;0;0;0;0;0;0;0;0;0;1;0
29911;29595;0;0;0;0;0;1;0;0;0;0;0;0
20502;XX_XX_1703;0;3;1;0;0;4;3;0;1;0;3;0
33243;33136;0;1;0;0;0;0;1;0;0;0;1;0
36422;36421;0;0;0;0;0;0;0;0;0;0;1;0
7285;XX_XX_1916;0;1;0;0;0;2;0;0;0;0;1;0
19628;17410;0;1;0;1;0;1;2;0;0;0;3;0
15446;11688;0;0;0;0;0;2;0;0;0;0;1;0
32660;AF_KE_0036;0;0;0;0;0;0;0;0;0;0;1;0
6400;EU_DE_0187;0;2;0;0;0;1;1;0;0;0;2;0
174;AS_OM_0006;0;0;0;0;0;1;1;0;0;0;3;0
27635;2485;0;1;0;0;0;2;0;0;0;0;2;0
6288;EU_HR_0007;0;0;0;0;0;2;2;0;0;1;2;0
11714;5710;1;2;0;0;0;3;3;0;0;0;4;0
34043;AF_KM_0008;0;0;0;0;0;0;0;0;0;0;2;0
24915;23938;1;0;0;0;0;2;0;1;0;0;13;0
23379;22075;0;0;0;0;0;1;0;0;0;2;2;0
12632;XX_XX_1438;0;5;0;0;0;1;7;0;0;0;5;0
9779;EU_XX_0293;0;0;0;0;0;1;0;0;0;0;0;0
21262;19483;0;1;0;0;0;0;1;0;0;0;0;0
809;EU_RU_0515;0;3;0;0;0;3;1;0;0;0;0;0
11372;AM_CO_0244;0;6;0;0;0;5;3;0;0;0;8;0
10892;4228;2;2;11;0;0;1;1;0;0;0;1;0
26577;25882;0;1;0;0;0;2;0;0;0;0;0;0
20082;5112;0;0;0;0;0;1;1;0;0;0;1;0
17100;14013;0;2;0;0;0;4;1;0;0;0;4;0
10375;AM_US_0749;0;1;0;0;0;2;4;0;0;0;1;0
2575;XX_XX_12472;0;0;0;0;0;3;3;0;0;0;6;1
29684;OC_SB_0227;0;0;0;0;0;1;2;0;0;0;0;0
23525;22265;0;0;0;0;0;0;1;0;0;0;2;0
2616;EU_ES_0693;0;0;0;0;0;6;2;0;0;0;0;0
19577;17336;0;1;0;0;0;0;0;0;0;0;1;0
35714;417;0;0;0;0;0;1;1;0;0;0;2;0
17239;EU_IT_1817;0;0;0;0;0;1;1;0;0;0;1;0
6515;XX_XX_0483;0;4;0;1;0;6;3;0;0;0;5;1
11149;EU_XX_0564;0;0;0;0;0;2;0;0;0;0;1;0
5459;EU_DK_0798;0;2;0;0;0;1;0;0;0;0;3;0
8940;827;0;0;0;0;0;1;0;0;0;0;0;0
30089;24325;1;1;0;1;0;5;2;0;0;0;3;0
4722;EU_DK_1862;0;1;0;0;0;3;2;0;0;0;0;0
36035;AM_CO_0524;0;1;0;0;0;0;0;0;0;0;0;0
7122;OC_AU_0061;0;1;0;0;0;5;0;0;0;0;2;0
13194;8311;0;0;0;0;0;1;0;0;0;0;0;0
12012;6213;0;1;0;0;0;0;2;0;0;0;4;0
8973;881;0;2;0;0;0;2;1;0;0;0;2;0
24966;23997;0;0;1;0;0;1;0;0;0;0;2;0
29126;XX_XX_3181;0;2;0;0;0;0;0;0;0;0;0;0
29250;28874;0;1;0;0;0;1;1;0;0;0;0;0
2817;XX_XX_2002;0;5;0;0;0;4;3;0;0;0;7;0
24815;19305;0;5;0;0;0;5;4;0;0;0;2;0
7411;AS_AZ_0003;1;2;1;0;0;10;7;0;0;0;6;1
4871;XX_XX_1540;0;5;0;1;0;1;2;0;0;0;4;0
5286;XX_XX_4429;0;5;0;0;0;4;1;0;0;0;2;0
21658;19973;0;0;0;0;0;0;3;0;0;0;0;0
33364;33263;0;0;1;0;0;0;1;0;0;1;2;0
18294;15650;0;2;0;0;0;1;3;0;0;0;1;0
9811;2342;0;1;0;0;0;0;0;0;0;0;1;0
5185;EU_GB_0135;0;0;0;0;0;3;3;0;0;0;1;0
21702;20027;0;2;0;0;0;1;1;0;0;0;0;0
13478;AS_XX_0159;0;2;0;0;0;2;3;0;0;0;3;0
36390;OC_PG_0210;0;2;0;0;0;0;0;0;0;0;3;0
10226;OC_CK_0039;0;1;0;0;0;2;0;0;0;0;2;0
26417;25702;0;2;0;0;0;1;0;0;0;0;0;0
21420;AM_EC_0159;0;1;0;0;0;2;1;0;0;0;2;0
13773;XX_XX_4491;0;1;0;0;1;1;1;0;1;0;0;0
21219;EU_IT_1369;0;1;0;0;0;1;5;0;0;0;3;1
24451;EU_DK_0813;0;0;0;0;0;2;2;0;0;0;1;0
21167;OC_SB_0555;1;3;0;0;0;5;4;0;0;1;6;0
29368;XX_XX_7633;0;1;0;0;0;1;2;0;0;0;0;0
27603;AF_TN_0080;0;2;1;0;0;1;1;0;0;0;1;0
8774;537;0;0;0;0;0;0;0;0;0;0;1;0
12047;6277;0;2;0;0;0;1;0;0;0;0;1;0
8319;AF_ZM_0101;0;1;0;0;0;4;3;0;0;0;2;0
34210;AS_TH_0574;0;0;0;0;0;0;2;0;0;0;1;0
33050;27579;0;2;0;0;0;1;1;0;0;0;2;0
25612;24758;0;2;0;0;0;7;1;0;0;1;2;0
12014;6217;0;2;0;0;0;1;2;0;0;0;3;0
12942;7843;0;3;0;0;0;6;2;0;0;0;3;0
32544;AF_BF_0111;0;5;0;1;0;4;5;0;1;1;5;0
16648;13419;0;1;0;0;0;2;0;0;0;0;0;0
27969;XX_XX_3744;0;3;0;0;0;0;1;1;0;0;1;0
18432;15837;0;2;1;0;0;3;0;0;0;0;3;0
22463;XX_XX_4572;0;2;0;0;0;3;3;0;0;0;1;0
17048;1726;0;1;0;0;0;1;1;0;0;0;0;0
16061;12614;0;1;1;0;0;2;0;0;0;0;3;0
4471;AM_US_VA_0004;0;0;0;0;0;1;1;0;1;0;2;0
25593;EU_RU_0995;0;1;0;0;0;3;1;0;0;0;4;0
17761;14947;0;1;0;0;0;1;0;0;0;1;0;0
21656;EU_XX_0346;0;1;0;0;0;2;2;0;0;0;0;0
30371;EU_XX_0040;0;0;0;0;0;4;5;0;0;0;2;1
27507;AS_LB_0003;0;6;0;0;0;1;8;0;0;0;8;0
9225;1348;0;6;0;0;0;4;2;0;0;0;5;0
11322;4947;0;0;0;0;0;0;0;0;0;0;1;0
9039;XX_XX_3628;0;4;0;0;0;1;2;0;0;0;4;0
12025;EU_RS_0059;0;1;0;0;0;3;1;0;0;1;2;0
7467;AM_PE_0188;0;3;0;0;0;4;6;0;0;0;6;0
32575;XX_XX_2964;0;1;0;0;0;1;0;0;0;0;0;0
15180;11283;0;0;0;0;0;0;0;0;0;1;1;0
35338;35308;0;3;0;0;0;2;4;0;0;0;3;0
27855;EU_XX_0164;0;1;0;0;0;1;0;0;0;0;0;0
15798;6575;0;5;1;2;0;6;4;0;0;10;2;0
35655;35638;0;0;1;0;0;2;1;0;0;0;1;0
24661;XX_XX_11591;0;0;0;0;0;2;0;0;0;0;2;0
14030;AF_EG_0068;0;2;0;0;0;2;3;0;0;0;2;0
13649;9010;0;0;0;0;0;0;0;0;0;0;1;0
21285;19509;0;0;1;0;0;2;2;0;0;0;2;0
33039;32924;0;1;0;0;0;2;1;0;0;0;1;0
20919;XX_XX_5140;0;5;0;0;0;1;3;0;0;0;3;0
20196;18134;0;0;0;0;0;1;0;0;0;0;1;0
15128;11200;0;0;0;0;0;1;2;0;0;0;0;0
17695;14861;0;2;0;0;0;3;3;0;1;0;4;0
33170;14295;0;3;0;0;0;3;1;0;0;0;6;0
3392;AM_XX_0100;8;3;2;0;0;2;2;0;0;0;4;0
3459;XX_XX_6622;2;3;3;0;0;2;2;0;0;0;1;0
20390;18385;0;2;0;0;0;0;0;0;0;0;1;0
18425;AF_MA_0007;0;0;0;0;0;1;2;0;0;0;2;0
11294;EU_IT_0022;0;1;0;0;0;1;2;0;0;0;2;0
12988;7937;0;1;0;0;0;0;0;0;0;0;3;0
204;AF_KE_0162;0;5;0;0;0;1;6;0;0;0;4;0
33952;33874;0;2;0;0;0;4;2;0;0;0;2;0
36155;XX_XX_10442;0;0;0;0;0;2;1;0;0;0;2;0
9493;1795;0;0;0;0;0;0;0;0;0;1;0;0
21209;AS_MM_0018;0;1;0;0;0;4;0;0;0;0;3;0
25844;AS_TW_0853;0;1;0;0;0;1;0;0;0;0;2;0
33203;XX_XX_13145;0;0;0;0;0;2;0;0;0;0;1;0
14911;EU_ES_0188;2;1;2;0;0;0;0;0;2;0;3;0
9089;1100;0;0;0;0;0;0;0;0;0;0;1;0
3991;XX_XX_8919;0;1;0;0;0;1;3;0;0;0;2;1
4865;AM_US_0772;0;0;0;0;0;2;0;0;0;0;0;0
22816;21392;0;0;0;0;0;1;0;0;0;0;1;0
35120;XX_XX_8105;0;2;0;0;0;0;0;0;0;0;0;0
10084;XX_XX_9218;0;3;0;0;0;3;7;0;0;0;4;0
28034;AS_JP_0330;0;2;0;1;0;4;1;0;0;0;5;0
35780;35765;0;1;0;0;0;8;2;0;0;0;1;0
11243;EU_PL_0077;0;0;0;0;0;2;3;0;0;0;1;0
1043;AS_TW_0035;0;8;0;0;0;11;3;0;0;0;10;0
7465;EU_IT_1303;0;7;0;0;0;5;2;0;0;0;4;0
36374;OC_TO_0022;0;1;0;0;0;1;0;0;0;0;0;0
31083;11435;0;0;0;0;0;3;0;0;0;0;1;0
7497;AM_US_0001;1;1;0;0;0;1;0;0;0;1;6;0
26403;25683;0;4;0;0;0;6;6;0;2;0;9;0
13621;AS_XX_0073;1;4;0;0;0;2;0;0;1;0;2;0
9154;1234;1;5;0;0;0;5;3;0;0;0;9;0
35463;35440;0;16;1;0;1;21;23;0;0;3;26;0
12824;7641;0;0;0;0;0;0;0;0;0;0;0;1
30345;15246;0;0;0;0;0;1;0;0;0;0;0;0
11243;4812;0;0;0;0;0;2;1;0;0;0;0;0
31584;31393;0;0;0;0;0;1;0;0;0;0;1;0
34567;34509;0;4;0;0;0;1;6;0;0;0;5;0
32053;EU_FI_0276;0;0;0;0;0;0;0;0;0;0;1;0
4252;XX_XX_9006;0;2;1;0;0;0;1;0;0;0;2;0
13692;9074;0;1;0;0;0;0;0;0;0;0;0;0
21795;XX_XX_2686;0;4;0;1;0;1;1;0;0;0;1;0
5428;AM_US_0510;0;0;0;0;0;2;2;0;0;0;1;0
30976;30743;0;0;0;0;0;0;0;0;0;0;2;0
20481;18490;0;1;0;0;0;1;1;0;0;0;3;1
6008;EU_IT_2706;0;2;0;0;0;5;6;0;0;1;3;0
27649;27097;0;2;0;0;0;5;1;0;0;0;5;0
6548;EU_IT_1364;0;2;0;0;0;2;2;0;0;0;0;0
10941;EU_IT_2857;0;3;0;0;0;1;3;0;0;0;0;0
1948;AF_ET_0026;1;1;0;0;0;2;4;0;0;0;2;0
22386;20864;0;0;0;0;0;0;1;0;0;1;0;0
21740;20071;0;1;0;0;0;1;3;0;0;0;0;0
1843;XX_XX_9633;0;0;1;0;0;3;2;0;0;0;3;0
14942;10927;0;0;0;0;0;0;1;0;0;0;2;0
2385;XX_XX_3346;0;1;0;0;0;0;0;0;0;0;0;0
29879;29563;0;2;0;0;0;7;4;0;0;0;4;0
9690;2143;0;6;0;0;0;6;3;0;0;0;8;0
28835;28422;0;0;0;0;0;0;0;0;0;0;3;0
27376;26786;0;0;0;0;0;3;1;0;0;1;1;0
1190;XX_XX_2219;0;2;0;0;0;6;2;0;0;0;3;1
10621;XX_XX_10350;0;5;0;0;0;10;3;0;0;0;3;0
13615;XX_XX_13250;0;4;0;0;0;4;4;0;0;0;4;0
31727;31544;0;0;0;0;0;1;0;1;0;0;2;0
28791;28373;0;3;0;0;0;2;1;0;0;0;0;0
20042;17947;0;0;0;0;0;1;1;0;0;0;1;0
15386;XX_XX_10754;0;2;0;0;0;1;4;1;0;0;3;0
