Species	Gene	NeutralA	NeutralT	NeutralG	NeutralC	GenerationLength_d	ECO.Maximum.longevity..yrs.	ECO.Body.mass..g.	ECO.Metabolic.rate..W.	ECO.Temperature..K.
Rattus_rattus	ND6	34	31	2	12	546.1994	4.2	117	0.77	311.15
Suncus_murinus	ND6	37	43	1	10	363.52745	3.2	39.7	0.403	311.85
Meriones_meridianus	ND6	34	35	5	19	608.148016666667	6.8	NA	NA	NA
Mus_spretus	ND6	36	30	0	26	628.295	NA	NA	NA	NA
Crocidura_orientalis	ND6	27	37	2	23	427.67965	NA	NA	NA	NA
Thylamys_elegans	ND6	37	40	4	9	642.840025	NA	NA	NA	NA
Proechimys_longicaudatus	ND6	38	32	3	17	631.7859833285	NA	NA	NA	NA
Leopoldamys_edwardsi	ND6	37	26	0	23	639.631831820818	NA	NA	NA	NA
Episoriculus_macrurus	ND6	39	37	1	17	426.91011944525	NA	NA	NA	NA
Anourosorex_squamipes	ND6	38	42	0	14	379.29295625	NA	NA	NA	NA
Isoodon_macrourus	ND6	35	39	1	15	623.745	6.8	1551	3.202	309.05
Mus_musculus	ND6	37	35	0	16	628.295	4	18	0.271	310.05
Myodes_glareolus	ND6	39	22	3	28	577.7512	NA	NA	NA	NA
Rattus_villosissimus	ND6	34	22	4	24	534.7590666715	NA	NA	NA	NA
Apodemus_draco	ND6	34	32	2	16	554.1929125	NA	NA	NA	NA
Apodemus_chevrieri	ND6	36	30	3	13	554.1929125	NA	NA	NA	NA
Rattus_lutreolus	ND6	35	20	2	26	440.292083343	4.4	109	0.353	309.85
Cricetulus_kamensis	ND6	39	34	0	19	589.388299099621	NA	NA	NA	NA
Rattus_praetor	ND6	32	24	2	25	534.7590666715	NA	NA	NA	NA
Crocidura_palawanensis	ND6	26	42	2	19	409.171225	NA	NA	NA	NA
Neodon_irene	ND6	38	30	1	19	589.388299099621	NA	NA	NA	NA
Niviventer_excelsior	ND6	34	27	2	15	639.631831820818	NA	NA	NA	NA
Lasiopodomys_mandarinus	ND6	42	30	3	23	589.388299099621	NA	NA	NA	NA
Blarinella_quadraticauda	ND6	29	37	2	21	379.29295625	NA	NA	NA	NA
Sorex_cylindricauda	ND6	40	32	1	20	422.884597917875	NA	NA	NA	NA
Tlacuatzin_canescens	ND6	35	39	1	5	642.840025	NA	NA	NA	NA
Crocidura_beatus	ND6	28	48	1	16	427.67965	NA	NA	NA	NA
Myodes_regulus	ND6	38	26	2	24	433.359922223833	NA	NA	NA	NA
Sminthopsis_crassicaudata	ND6	33	37	4	15	594.4425	5	16	0.121	308.35
Microtus_kikuchii	ND6	38	28	3	22	373.623802083937	NA	NA	NA	NA
Rattus_tiomanicus	ND6	36	32	0	13	534.7590666715	NA	NA	NA	NA
Sminthopsis_douglasi	ND6	28	34	6	22	546.026466666667	NA	NA	NA	NA
Tscherskia_triton	ND6	35	29	7	16	589.388299099621	NA	NA	NA	NA
Meriones_unguiculatus	ND6	36	30	3	24	503.8875	6.3	64.8	0.546	311.35
Mus_fragilicauda	ND6	39	26	0	21	628.295	NA	NA	NA	NA
Leggadina_lakedownensis	ND6	44	27	1	12	624.399640909091	NA	NA	NA	NA
Eothenomys_chinensis	ND6	38	24	4	25	589.388299099621	NA	NA	NA	NA
Apodemus_latronum	ND6	42	29	0	14	554.1929125	NA	NA	NA	NA
Rattus_tunneyi	ND6	35	25	1	23	534.7590666715	NA	NA	NA	NA
Mus_terricolor	ND6	38	27	1	22	435.665	NA	NA	NA	NA
Neomys_fodiens	ND6	29	44	5	14	576.8888	3.1	16	0.328	310.45
Rattus_sordidus	ND6	38	19	1	24	534.7590666715	NA	NA	NA	NA
Rattus_exulans	ND6	36	24	2	17	534.7590666715	NA	NA	NA	NA
Rattus_niobe	ND6	32	22	0	27	534.7590666715	NA	NA	NA	NA
Mus_cookii	ND6	35	32	0	12	628.295	NA	NA	NA	NA
Wiedomys_cerradensis	ND6	40	34	1	20	589.388299099621	NA	NA	NA	NA
Rattus_fuscipes	ND6	35	22	1	26	558.507283343	5.3	76	0.471	310.65
Eothenomys_miletus	ND6	36	20	2	29	589.388299099621	NA	NA	NA	NA
Crocidura_lasiura	ND6	33	36	1	22	427.67965	NA	NA	NA	NA
Niviventer_confucianus	ND6	33	27	2	14	624.399640909091	NA	NA	NA	NA
Micromys_minutus	ND6	35	27	2	16	502.66	3.8	7.6	0.201	311.15
Condylura_cristata	ND6	45	32	1	12	558.6411	2.5	49	0.615	310.85
